             。
0	 HED	 -1	 。	 wp
0	 SBV	 1	 市场经济	 n
1	 ADV	 6	 需要	 v
2	 ATT	 5	 良好	 a
3	 RAD	 2	 的	 u
4	 ATT	 5	 信息	 n
5	 VOB	 1	 渠道	 n
6	 HED	 -1	 来	 v
7	 ADV	 10	 为	 p
8	 ADV	 9	 正确	 a
9	 POB	 7	 运作	 v
10	 COO	 6	 提供	 v
11	 VOB	 10	 保证	 v
12	 WP	 6	 ，	 wp
13	 ADV	 23	 但	 c
14	 ATT	 16	 东亚	 ns
15	 RAD	 14	 的	 u
16	 ATT	 20	 银行	 n
17	 LAD	 18	 和	 c
18	 COO	 16	 企业	 n
19	 RAD	 16	 的	 u
20	 ATT	 21	 资产	 n
21	 SBV	 23	 负债表	 n
22	 ADV	 23	 却	 d
23	 COO	 6	 笼罩	 v
24	 RAD	 23	 着	 u
25	 ATT	 26	 神秘	 a
26	 VOB	 23	 气氛	 n
27	 WP	 6	 ，	 wp
28	 SBV	 29	 这	 r
29	 COO	 6	 使	 v
30	 DBL	 29	 人们	 n
31	 ADV	 32	 很	 d
32	 ADV	 33	 难	 a
33	 VOB	 29	 判断	 v
34	 ATT	 37	 它们	 r
35	 RAD	 34	 的	 u
36	 ATT	 37	 经营	 v
37	 VOB	 33	 状况	 n
38	 WP	 6	 。	 wp

如果会计工作透明，人们就可以及早地洞察银行和借贷人之间的反常关系，以及企业交叉持股的意大利面条式结构。
0	 ADV	 2	 如果	 c
1	 ATT	 2	 会计	 n
2	 HED	 -1	 工作	 v
3	 CMP	 2	 透明	 a
4	 WP	 2	 ，	 wp
5	 SBV	 10	 人们	 n
6	 ADV	 7	 就	 d
7	 ADV	 10	 可以	 v
8	 ADV	 10	 及早	 d
9	 RAD	 8	 地	 u
10	 COO	 2	 洞察	 v
11	 ATT	 14	 银行	 n
12	 LAD	 13	 和	 c
13	 COO	 11	 借贷人	 n
14	 ATT	 17	 之间	 nd
15	 RAD	 14	 的	 u
16	 ATT	 17	 反常	 a
17	 VOB	 10	 关系	 n
18	 WP	 2	 ，	 wp
19	 LAD	 22	 以及	 c
20	 SBV	 22	 企业	 n
21	 ADV	 22	 交叉	 d
22	 ATT	 27	 持	 v
23	 VOB	 22	 股	 n
24	 RAD	 22	 的	 u
25	 ATT	 27	 意大利	 ns
26	 ATT	 27	 面条式	 n
27	 COO	 2	 结构	 n
28	 WP	 2	 。	 wp

例如，韩国大财团的各下属公司互相提供贷款担保的做法是很普遍的。
0	 ADV	 10	 例如	 v
1	 WP	 0	 ，	 wp
2	 ATT	 4	 韩国	 ns
3	 ATT	 4	 大	 a
4	 ATT	 8	 财团	 n
5	 RAD	 4	 的	 u
6	 ATT	 8	 各	 r
7	 ATT	 8	 下属	 v
8	 SBV	 10	 公司	 n
9	 ADV	 10	 互相	 d
10	 ATT	 14	 提供	 v
11	 VOB	 10	 贷款	 n
12	 COO	 10	 担保	 v
13	 RAD	 10	 的	 u
14	 SBV	 15	 做法	 n
15	 HED	 -1	 是	 v
16	 ADV	 17	 很	 d
17	 VOB	 15	 普遍	 a
18	 RAD	 17	 的	 u
19	 WP	 15	 。	 wp

然而由于财团并不公开做汇总账，所以其债务很少被充分暴露出来，也就很难使人采取防范措施。
0	 ADV	 6	 然而	 c
1	 ADV	 6	 由于	 c
2	 FOB	 5	 财团	 n
3	 ADV	 5	 并	 d
4	 ADV	 5	 不	 d
5	 POB	 1	 公开	 v
6	 HED	 -1	 做	 v
7	 VOB	 6	 汇总账	 v
8	 WP	 6	 ，	 wp
9	 ADV	 16	 所以	 c
10	 ATT	 11	 其	 r
11	 SBV	 16	 债务	 n
12	 ADV	 13	 很	 d
13	 ADV	 16	 少	 a
14	 ADV	 16	 被	 p
15	 ADV	 16	 充分	 a
16	 COO	 6	 暴露	 v
17	 CMP	 16	 出来	 v
18	 WP	 16	 ，	 wp
19	 ADV	 23	 也	 d
20	 ADV	 23	 就	 d
21	 ADV	 22	 很	 d
22	 ADV	 23	 难	 a
23	 COO	 16	 使	 v
24	 DBL	 23	 人	 n
25	 VOB	 23	 采取	 v
26	 ATT	 27	 防范	 v
27	 VOB	 25	 措施	 n
28	 WP	 16	 。	 wp

    东亚模式的一个重要特点是各国政府对社会经济事务的干预较多，例如，各国政府都对金融业有较深的干预，对工商企业和资本也进行不同程度的调控。
0	 ATT	 1	 东亚	 ns
1	 ATT	 5	 模式	 n
2	 RAD	 1	 的	 u
3	 ATT	 5	 一个	 m
4	 ATT	 5	 重要	 a
5	 SBV	 6	 特点	 n
6	 HED	 -1	 是	 v
7	 ATT	 8	 各国	 r
8	 SBV	 14	 政府	 n
9	 ATT	 14	 对	 p
10	 ATT	 11	 社会	 n
11	 ATT	 12	 经济	 n
12	 POB	 9	 事务	 n
13	 RAD	 9	 的	 u
14	 VOB	 6	 干预	 v
15	 ADV	 16	 较	 d
16	 CMP	 14	 多	 a
17	 WP	 14	 ，	 wp
18	 ADV	 25	 例如	 v
19	 WP	 18	 ，	 wp
20	 ATT	 21	 各国	 r
21	 SBV	 25	 政府	 n
22	 ADV	 25	 都	 d
23	 ADV	 25	 对	 p
24	 POB	 23	 金融业	 n
25	 COO	 14	 有	 v
26	 ADV	 27	 较	 d
27	 ADV	 29	 深	 a
28	 RAD	 27	 的	 u
29	 VOB	 25	 干预	 v
30	 WP	 14	 ，	 wp
31	 ADV	 37	 对	 p
32	 ATT	 33	 工商	 n
33	 POB	 31	 企业	 n
34	 LAD	 35	 和	 c
35	 COO	 33	 资本	 n
36	 ADV	 37	 也	 d
37	 COO	 14	 进行	 v
38	 ATT	 39	 不同	 a
39	 ADV	 41	 程度	 n
40	 RAD	 39	 的	 u
41	 VOB	 37	 调控	 v
42	 WP	 6	 。	 wp

现在看来，这在所有的国家和地区几乎都取得了成功（没有实行市场经济的缅甸和朝鲜例外）。
0	 ADV	 1	 现在	 nt
1	 ADV	 12	 看来	 v
2	 WP	 1	 ，	 wp
3	 SBV	 12	 这	 r
4	 ADV	 12	 在	 p
5	 ATT	 7	 所有	 b
6	 RAD	 5	 的	 u
7	 POB	 4	 国家	 n
8	 LAD	 9	 和	 c
9	 COO	 7	 地区	 n
10	 ADV	 12	 几乎	 d
11	 ADV	 12	 都	 d
12	 HED	 -1	 取得	 v
13	 RAD	 12	 了	 u
14	 ATT	 23	 成功	 a
15	 WP	 17	 （	 wp
16	 ADV	 17	 没有	 d
17	 ATT	 20	 实行	 v
18	 VOB	 17	 市场经济	 n
19	 RAD	 17	 的	 u
20	 ATT	 23	 缅甸	 ns
21	 LAD	 22	 和	 c
22	 COO	 20	 朝鲜	 ns
23	 VOB	 12	 例外	 n
24	 WP	 23	 ）	 wp
25	 WP	 12	 。	 wp

不过，这种成功是有时限和条件的，各国的情况也有所不同。
0	 ADV	 4	 不过	 c
1	 WP	 0	 ，	 wp
2	 SBV	 3	 这种	 r
3	 SBV	 4	 成功	 a
4	 HED	 -1	 是	 v
5	 VOB	 4	 有	 v
6	 VOB	 5	 时限	 n
7	 LAD	 8	 和	 c
8	 COO	 6	 条件	 n
9	 RAD	 5	 的	 u
10	 WP	 4	 ，	 wp
11	 ATT	 13	 各国	 r
12	 RAD	 11	 的	 u
13	 SBV	 15	 情况	 n
14	 ADV	 15	 也	 d
15	 COO	 4	 有所不同	 i
16	 WP	 4	 。	 wp

    在市场体制发育还不够完善，还难以从经济结构中获取推动经济高速发展的强大动力因素和机制时，国家可以通过动员经济结构以外的因素和机制来促进经济和社会发展，例如，动员民族热情；弘扬勤俭建国、艰苦奋斗的传统美德；实施半军事化的管理方法等；这些在一定时期内都有一定的效果。
0	 ADV	 6	 在	 p
1	 ATT	 2	 市场	 n
2	 SBV	 3	 体制	 n
3	 POB	 0	 发育	 v
4	 ADV	 6	 还	 d
5	 ADV	 6	 不	 d
6	 HED	 -1	 够	 v
7	 COO	 6	 完善	 a
8	 WP	 6	 ，	 wp
9	 ADV	 15	 还	 d
10	 ADV	 15	 难以	 d
11	 ADV	 15	 从	 p
12	 ATT	 13	 经济	 n
13	 ATT	 14	 结构	 n
14	 POB	 11	 中	 nd
15	 ATT	 26	 获取	 v
16	 ATT	 23	 推动	 v
17	 SBV	 19	 经济	 n
18	 ADV	 19	 高速	 d
19	 VOB	 16	 发展	 v
20	 RAD	 16	 的	 u
21	 ATT	 23	 强大	 a
22	 ATT	 23	 动力	 n
23	 VOB	 15	 因素	 n
24	 LAD	 25	 和	 c
25	 COO	 23	 机制	 n
26	 ADV	 40	 时	 n
27	 WP	 26	 ，	 wp
28	 SBV	 40	 国家	 n
29	 ADV	 40	 可以	 v
30	 ADV	 40	 通过	 p
31	 POB	 30	 动员	 v
32	 ATT	 33	 经济	 n
33	 ATT	 34	 结构	 n
34	 ATT	 36	 以外	 nd
35	 RAD	 34	 的	 u
36	 VOB	 31	 因素	 n
37	 LAD	 38	 和	 c
38	 COO	 36	 机制	 n
39	 LAD	 40	 来	 v
40	 COO	 6	 促进	 v
41	 SBV	 44	 经济	 n
42	 LAD	 43	 和	 c
43	 COO	 41	 社会	 n
44	 VOB	 40	 发展	 v
45	 WP	 6	 ，	 wp
46	 COO	 6	 例如	 v
47	 WP	 6	 ，	 wp
48	 COO	 6	 动员	 v
49	 SBV	 50	 民族	 n
50	 VOB	 48	 热情	 a
51	 WP	 6	 ；	 wp

    在市场体制发育还不够完善，还难以从经济结构中获取推动经济高速发展的强大动力因素和机制时，国家可以通过动员经济结构以外的因素和机制来促进经济和社会发展，例如，动员民族热情；弘扬勤俭建国、艰苦奋斗的传统美德；实施半军事化的管理方法等；这些在一定时期内都有一定的效果。
0	 HED	 -1	 弘扬	 v
1	 ADV	 2	 勤俭	 a
2	 VOB	 0	 建国	 v
3	 WP	 7	 、	 wp
4	 ATT	 7	 艰苦奋斗	 i
5	 RAD	 4	 的	 u
6	 ATT	 7	 传统	 n
7	 VOB	 2	 美德	 n
8	 WP	 0	 ；	 wp

    在市场体制发育还不够完善，还难以从经济结构中获取推动经济高速发展的强大动力因素和机制时，国家可以通过动员经济结构以外的因素和机制来促进经济和社会发展，例如，动员民族热情；弘扬勤俭建国、艰苦奋斗的传统美德；实施半军事化的管理方法等；这些在一定时期内都有一定的效果。
0	 HED	 -1	 实施	 v
1	 ADV	 2	 半	 m
2	 ATT	 5	 军事化	 v
3	 RAD	 2	 的	 u
4	 ATT	 5	 管理	 v
5	 VOB	 0	 方法	 n
6	 RAD	 0	 等	 u
7	 WP	 0	 ；	 wp

    在市场体制发育还不够完善，还难以从经济结构中获取推动经济高速发展的强大动力因素和机制时，国家可以通过动员经济结构以外的因素和机制来促进经济和社会发展，例如，动员民族热情；弘扬勤俭建国、艰苦奋斗的传统美德；实施半军事化的管理方法等；这些在一定时期内都有一定的效果。
0	 SBV	 6	 这些	 r
1	 ADV	 6	 在	 p
2	 ATT	 3	 一定	 b
3	 ATT	 4	 时期	 n
4	 POB	 1	 内	 nd
5	 ADV	 6	 都	 d
6	 HED	 -1	 有	 v
7	 ATT	 9	 一定	 b
8	 RAD	 7	 的	 u
9	 VOB	 6	 效果	 n
10	 WP	 6	 。	 wp

再者，西方的领导人经常抱怨西方股票市场的投资者缺乏耐心，太过分强调眼前利益而忽略了将来的增长。
0	 ADV	 6	 再者	 c
1	 WP	 0	 ，	 wp
2	 ATT	 4	 西方	 nl
3	 RAD	 2	 的	 u
4	 SBV	 6	 领导人	 n
5	 ADV	 6	 经常	 d
6	 HED	 -1	 抱怨	 v
7	 ATT	 9	 西方	 nl
8	 ATT	 9	 股票	 n
9	 ATT	 11	 市场	 n
10	 RAD	 9	 的	 u
11	 SBV	 12	 投资者	 n
12	 VOB	 6	 缺乏	 v
13	 VOB	 12	 耐心	 a
14	 WP	 6	 ，	 wp
15	 ADV	 16	 太	 d
16	 ADV	 17	 过分	 a
17	 COO	 6	 强调	 v
18	 ATT	 19	 眼前	 nt
19	 SBV	 25	 利益	 n
20	 ADV	 21	 而	 c
21	 ADV	 25	 忽略	 v
22	 RAD	 21	 了	 u
23	 VOB	 21	 将来	 nt
24	 RAD	 21	 的	 u
25	 VOB	 17	 增长	 v
26	 WP	 6	 。	 wp

相比较而言，东亚模式因其商业、银行和政府间的亲密关系，更能使企业在反复无常的股市中得到庇护，使其能从长远着想，比较合理地调配可供利用的资源。
0	 ADV	 1	 相	 d
1	 ADV	 20	 比较	 v
2	 RAD	 1	 而言	 u
3	 WP	 1	 ，	 wp
4	 ATT	 5	 东亚	 ns
5	 SBV	 20	 模式	 n
6	 ADV	 20	 因	 p
7	 ATT	 16	 其	 r
8	 ATT	 13	 商业	 n
9	 WP	 10	 、	 wp
10	 COO	 8	 银行	 n
11	 LAD	 12	 和	 c
12	 COO	 10	 政府	 n
13	 ATT	 16	 间	 nd
14	 RAD	 13	 的	 u
15	 ATT	 16	 亲密	 a
16	 POB	 6	 关系	 n
17	 WP	 6	 ，	 wp
18	 ADV	 19	 更	 d
19	 ADV	 20	 能	 v
20	 HED	 -1	 使	 v
21	 DBL	 20	 企业	 n
22	 ADV	 27	 在	 p
23	 ATT	 25	 反复无常	 a
24	 RAD	 23	 的	 u
25	 ATT	 26	 股市	 n
26	 POB	 22	 中	 nd
27	 VOB	 20	 得到	 v
28	 VOB	 27	 庇护	 v
29	 WP	 20	 ，	 wp
30	 COO	 20	 使	 v
31	 DBL	 30	 其	 r
32	 ADV	 35	 能	 v
33	 ADV	 35	 从	 p
34	 POB	 33	 长远	 a
35	 VOB	 30	 着想	 v
36	 WP	 20	 ，	 wp
37	 ADV	 38	 比较	 d
38	 ADV	 40	 合理	 a
39	 RAD	 38	 地	 u
40	 COO	 20	 调配	 v
41	 ADV	 42	 可	 v
42	 ATT	 45	 供	 v
43	 VOB	 42	 利用	 v
44	 RAD	 42	 的	 u
45	 VOB	 40	 资源	 n
46	 WP	 20	 。	 wp

然而，一旦市场发育成熟，自身调节功能增强，市场规律就要按照自身的法则运作，非市场的人为因素过多地介入就会破坏市场秩序，造成混乱。
0	 ADV	 4	 然而	 c
1	 WP	 0	 ，	 wp
2	 ADV	 4	 一旦	 c
3	 SBV	 4	 市场	 n
4	 HED	 -1	 发育	 v
5	 CMP	 4	 成熟	 a
6	 WP	 4	 ，	 wp
7	 SBV	 8	 自身	 r
8	 COO	 4	 调节	 v
9	 VOB	 8	 功能	 n
10	 COO	 8	 增强	 v
11	 WP	 10	 ，	 wp
12	 ATT	 13	 市场	 n
13	 SBV	 20	 规律	 n
14	 ADV	 15	 就	 d
15	 ADV	 20	 要	 v
16	 ADV	 20	 按照	 p
17	 ATT	 19	 自身	 r
18	 RAD	 17	 的	 u
19	 POB	 16	 法则	 n
20	 COO	 10	 运作	 v
21	 WP	 8	 ，	 wp
22	 ATT	 25	 非市场	 b
23	 RAD	 22	 的	 u
24	 ATT	 25	 人为	 b
25	 SBV	 29	 因素	 n
26	 ADV	 27	 过	 d
27	 ADV	 29	 多	 a
28	 RAD	 27	 地	 u
29	 SBV	 32	 介入	 v
30	 ADV	 31	 就	 d
31	 ADV	 32	 会	 v
32	 COO	 8	 破坏	 v
33	 ATT	 34	 市场	 n
34	 VOB	 32	 秩序	 n
35	 WP	 32	 ，	 wp
36	 COO	 32	 造成	 v
37	 VOB	 36	 混乱	 a
38	 WP	 4	 。	 wp

1997年以来的东亚经济危机从根本上看，就是超市场的国家干预过多造成的。
0	 ADV	 1	 1997年	 nt
1	 ATT	 3	 以来	 nd
2	 RAD	 1	 的	 u
3	 ATT	 4	 东亚	 ns
4	 ADV	 10	 经济危机	 i
5	 ADV	 10	 从	 p
6	 ATT	 7	 根本	 n
7	 POB	 5	 上	 nd
8	 RAD	 5	 看	 v
9	 WP	 5	 ，	 wp
10	 HED	 -1	 就是	 v
11	 ATT	 13	 超市场	 n
12	 RAD	 11	 的	 u
13	 SBV	 16	 国家	 n
14	 SBV	 16	 干预	 v
15	 ADV	 16	 过多	 d
16	 VOB	 10	 造成	 v
17	 RAD	 16	 的	 u
18	 WP	 10	 。	 wp

无论人们提出多少解决这场经济危机的对策，改革国家对经济的非市场化的干预都是最根本的。
0	 ADV	 2	 无论	 c
1	 SBV	 2	 人们	 n
2	 HED	 -1	 提出	 v
3	 VOB	 2	 多少	 r
4	 VOB	 2	 解决	 v
5	 ATT	 6	 这	 r
6	 ATT	 9	 场	 q
7	 ATT	 9	 经济危机	 i
8	 RAD	 7	 的	 u
9	 VOB	 4	 对策	 n
10	 WP	 2	 ，	 wp
11	 SBV	 20	 改革	 v
12	 SBV	 16	 国家	 n
13	 ADV	 16	 对	 p
14	 POB	 13	 经济	 n
15	 RAD	 13	 的	 u
16	 ATT	 18	 非市场化	 v
17	 RAD	 16	 的	 u
18	 VOB	 11	 干预	 v
19	 ADV	 20	 都	 d
20	 COO	 2	 是	 v
21	 ADV	 22	 最	 d
22	 VOB	 20	 根本	 a
23	 RAD	 22	 的	 u
24	 WP	 2	 。	 wp

这一点，从国际货币基金组织对东亚各国处理危机的建议和各国政府的政策中也可以窥见一斑。
0	 ATT	 2	 这	 r
1	 ATT	 2	 一	 m
2	 HED	 -1	 点	 q
3	 WP	 2	 ，	 wp
4	 ADV	 24	 从	 p
5	 ATT	 8	 国际	 n
6	 ATT	 7	 货币	 n
7	 ATT	 8	 基金	 n
8	 ATT	 15	 组织	 n
9	 ATT	 15	 对	 p
10	 ATT	 11	 东亚	 ns
11	 SBV	 12	 各国	 r
12	 POB	 9	 处理	 v
13	 VOB	 12	 危机	 n
14	 RAD	 9	 的	 u
15	 ATT	 21	 建议	 n
16	 LAD	 20	 和	 c
17	 ATT	 18	 各国	 r
18	 ATT	 20	 政府	 n
19	 RAD	 18	 的	 u
20	 COO	 15	 政策	 n
21	 POB	 4	 中	 nd
22	 ADV	 23	 也	 d
23	 ADV	 24	 可以	 v
24	 COO	 2	 窥见一斑	 i
25	 WP	 2	 。	 wp

从另一个角度讲，在国内国际市场还有很多真空可供填充，国内国际竞争环境还不是十分剧烈，并没有对东亚的出口造成强大压力的情况下，国家的介入可以组织和集中力量更为迅速地填补这些真空，以抓住机遇，占领市场，壮大自己。
0	 ADV	 44	 从	 p
1	 ATT	 2	 另	 r
2	 ATT	 3	 一个	 m
3	 POB	 0	 角度	 n
4	 RAD	 0	 讲	 v
5	 WP	 0	 ，	 wp
6	 ADV	 44	 在	 p
7	 ATT	 9	 国内	 nl
8	 ATT	 9	 国际	 n
9	 SBV	 10	 市场	 n
10	 ADV	 33	 还有	 v
11	 ATT	 12	 很多	 m
12	 DBL	 10	 真空	 n
13	 ADV	 14	 可	 v
14	 VOB	 10	 供	 v
15	 VOB	 14	 填充	 v
16	 WP	 10	 ，	 wp
17	 ATT	 18	 国内	 nl
18	 SBV	 19	 国际	 n
19	 SBV	 23	 竞争	 v
20	 VOB	 19	 环境	 n
21	 ADV	 23	 还	 d
22	 ADV	 23	 不	 d
23	 COO	 10	 是	 v
24	 ADV	 25	 十分	 m
25	 VOB	 23	 剧烈	 a
26	 WP	 10	 ，	 wp
27	 ADV	 28	 并	 d
28	 ADV	 33	 没有	 d
29	 ADV	 33	 对	 p
30	 ATT	 32	 东亚	 ns
31	 RAD	 30	 的	 u
32	 POB	 29	 出口	 v
33	 ATT	 37	 造成	 v
34	 ATT	 35	 强大	 a
35	 VOB	 33	 压力	 n
36	 RAD	 33	 的	 u
37	 ATT	 38	 情况	 n
38	 POB	 6	 下	 nd
39	 WP	 6	 ，	 wp
40	 ATT	 44	 国家	 n
41	 RAD	 40	 的	 u
42	 SBV	 44	 介入	 v
43	 ADV	 44	 可以	 v
44	 HED	 -1	 组织	 v
45	 LAD	 46	 和	 c
46	 COO	 44	 集中	 v
47	 VOB	 46	 力量	 n
48	 ADV	 51	 更为	 d
49	 ADV	 51	 迅速	 a
50	 RAD	 49	 地	 u
51	 COO	 46	 填补	 v
52	 ATT	 53	 这些	 r
53	 VOB	 51	 真空	 n
54	 WP	 46	 ，	 wp
55	 ADV	 56	 以	 c
56	 COO	 46	 抓住	 v
57	 VOB	 56	 机遇	 n
58	 WP	 56	 ，	 wp
59	 COO	 56	 占领	 v
60	 VOB	 59	 市场	 n
61	 WP	 56	 ，	 wp
62	 COO	 56	 壮大	 v
63	 VOB	 62	 自己	 r
64	 WP	 46	 。	 wp

东亚各国正是利用战后发达国家产业结构调整和多数国家的市场化改革还没有开始的时机发展了自己。
0	 ATT	 1	 东亚	 ns
1	 SBV	 2	 各国	 r
2	 HED	 -1	 正是	 v
3	 VOB	 2	 利用	 v
4	 ATT	 5	 战后	 nt
5	 ATT	 6	 发达国家	 i
6	 ATT	 7	 产业	 n
7	 VOB	 3	 结构	 n
8	 COO	 3	 调整	 v
9	 LAD	 11	 和	 c
10	 ATT	 11	 多数	 m
11	 COO	 8	 国家	 n
12	 RAD	 8	 的	 u
13	 SBV	 17	 市场化	 v
14	 VOB	 13	 改革	 v
15	 ADV	 16	 还	 d
16	 ADV	 17	 没有	 d
17	 ATT	 19	 开始	 v
18	 RAD	 17	 的	 u
19	 SBV	 20	 时机	 n
20	 COO	 3	 发展	 v
21	 RAD	 20	 了	 u
22	 VOB	 20	 自己	 r
23	 WP	 3	 。	 wp

现在，当各国都卷入市场经济，国际竞争日趋激化的时候，它们那些靠国家而不是靠市场养育起来的企业的竞争力就出现了问题。
0	 ADV	 31	 现在	 nt
1	 WP	 0	 ，	 wp
2	 ATT	 29	 当	 p
3	 ATT	 13	 各国	 r
4	 ADV	 5	 都	 d
5	 ATT	 13	 卷入	 v
6	 VOB	 5	 市场经济	 n
7	 WP	 5	 ，	 wp
8	 ATT	 9	 国际	 n
9	 SBV	 11	 竞争	 v
10	 ADV	 11	 日趋	 d
11	 COO	 5	 激化	 v
12	 RAD	 5	 的	 u
13	 POB	 2	 时候	 n
14	 WP	 2	 ，	 wp
15	 ATT	 16	 它们	 r
16	 ATT	 27	 那些	 r
17	 ADV	 24	 靠	 p
18	 POB	 17	 国家	 n
19	 ADV	 21	 而	 c
20	 ADV	 21	 不	 d
21	 ADV	 22	 是	 v
22	 COO	 17	 靠	 p
23	 POB	 22	 市场	 n
24	 ATT	 27	 养育	 v
25	 CMP	 24	 起来	 v
26	 RAD	 24	 的	 u
27	 ATT	 29	 企业	 n
28	 RAD	 27	 的	 u
29	 SBV	 31	 竞争力	 n
30	 ADV	 31	 就	 d
31	 HED	 -1	 出现	 v
32	 RAD	 31	 了	 u
33	 VOB	 31	 问题	 n
34	 WP	 31	 。	 wp

这说明，东亚各国政府对经济的过多干预已经不能适应市场化的要求了。
0	 SBV	 1	 这	 r
1	 HED	 -1	 说明	 v
2	 WP	 1	 ，	 wp
3	 ATT	 4	 东亚	 ns
4	 ATT	 5	 各国	 r
5	 SBV	 10	 政府	 n
6	 ATT	 10	 对	 p
7	 POB	 6	 经济	 n
8	 RAD	 6	 的	 u
9	 ADV	 10	 过多	 d
10	 VOB	 1	 干预	 v
11	 ADV	 13	 已经	 d
12	 ADV	 13	 不	 d
13	 ADV	 14	 能	 v
14	 ATT	 17	 适应	 v
15	 VOB	 14	 市场化	 v
16	 RAD	 14	 的	 u
17	 VOB	 10	 要求	 n
18	 RAD	 10	 了	 u
19	 WP	 1	 。	 wp

政府管理经济的基本原则应是对市场失灵进行宏观调控，其目的是保证市场经济的正常运行，创造经济发展的适宜环境，对竞争不足和竞争过渡的现象进行干预。
0	 SBV	 1	 政府	 n
1	 ATT	 5	 管理	 v
2	 VOB	 1	 经济	 n
3	 RAD	 1	 的	 u
4	 ATT	 5	 基本	 a
5	 SBV	 7	 原则	 n
6	 ADV	 7	 应	 v
7	 HED	 -1	 是	 v
8	 ADV	 11	 对	 p
9	 SBV	 10	 市场	 n
10	 POB	 8	 失灵	 v
11	 VOB	 7	 进行	 v
12	 ADV	 13	 宏观	 n
13	 VOB	 11	 调控	 v
14	 WP	 7	 ，	 wp
15	 ATT	 16	 其	 r
16	 SBV	 17	 目的	 n
17	 COO	 7	 是	 v
18	 VOB	 17	 保证	 v
19	 ATT	 22	 市场经济	 n
20	 RAD	 19	 的	 u
21	 ADV	 22	 正常	 a
22	 VOB	 18	 运行	 v
23	 WP	 18	 ，	 wp
24	 COO	 18	 创造	 v
25	 SBV	 26	 经济	 n
26	 ATT	 29	 发展	 v
27	 RAD	 26	 的	 u
28	 ATT	 29	 适宜	 v
29	 VOB	 24	 环境	 n
30	 WP	 18	 ，	 wp
31	 ADV	 39	 对	 p
32	 ATT	 38	 竞争	 v
33	 CMP	 32	 不足	 v
34	 LAD	 35	 和	 c
35	 COO	 32	 竞争	 v
36	 COO	 35	 过渡	 v
37	 RAD	 32	 的	 u
38	 POB	 31	 现象	 n
39	 COO	 18	 进行	 v
40	 VOB	 39	 干预	 v
41	 WP	 7	 。	 wp

东亚的重要问题之一是政府把对竞争不足时期进行成功干预的经验拿到了竞争过渡时期，从而表现为干预的力度和范围过大，超出了解决市场失灵和维护市场机制顺畅运行的合理界限，即政府管了不该由政府管的事。
0	 ATT	 3	 东亚	 ns
1	 RAD	 0	 的	 u
2	 ATT	 3	 重要	 a
3	 ATT	 4	 问题	 n
4	 SBV	 5	 之一	 r
5	 HED	 -1	 是	 v
6	 SBV	 17	 政府	 n
7	 ADV	 17	 把	 p
8	 ADV	 12	 对	 p
9	 ATT	 11	 竞争	 v
10	 CMP	 9	 不足	 v
11	 POB	 8	 时期	 n
12	 POB	 7	 进行	 v
13	 ATT	 14	 成功	 a
14	 ATT	 16	 干预	 v
15	 RAD	 14	 的	 u
16	 VOB	 12	 经验	 n
17	 VOB	 5	 拿	 v
18	 CMP	 17	 到	 v
19	 RAD	 17	 了	 u
20	 SBV	 21	 竞争	 v
21	 ATT	 22	 过渡	 v
22	 VOB	 17	 时期	 n
23	 WP	 17	 ，	 wp
24	 ADV	 25	 从而	 c
25	 COO	 17	 表现	 v
26	 ATT	 29	 为	 v
27	 VOB	 26	 干预	 v
28	 RAD	 26	 的	 u
29	 VOB	 25	 力度	 n
30	 LAD	 31	 和	 c
31	 COO	 29	 范围	 n
32	 ADV	 33	 过	 d
33	 CMP	 29	 大	 a
34	 WP	 17	 ，	 wp
35	 COO	 17	 超出	 v
36	 RAD	 35	 了	 u
37	 ATT	 48	 解决	 v
38	 ATT	 39	 市场	 n
39	 VOB	 37	 失灵	 v
40	 LAD	 41	 和	 c
41	 COO	 39	 维护	 v
42	 ATT	 43	 市场	 n
43	 VOB	 41	 机制	 n
44	 ADV	 45	 顺畅	 a
45	 VOB	 39	 运行	 v
46	 RAD	 37	 的	 u
47	 ATT	 48	 合理	 a
48	 VOB	 35	 界限	 n
49	 WP	 17	 ，	 wp
50	 CMP	 17	 即	 v
51	 SBV	 52	 政府	 n
52	 VOB	 50	 管	 v
53	 RAD	 52	 了	 u
54	 ADV	 55	 不	 d
55	 ADV	 58	 该	 v
56	 ADV	 58	 由	 p
57	 POB	 56	 政府	 n
58	 ATT	 60	 管	 v
59	 RAD	 58	 的	 u
60	 VOB	 52	 事	 n
61	 WP	 5	 。	 wp

要最终解决这些问题，不仅要在经济上明确政府的职能，而且还要对政府和政治体制进行改革。
0	 ADV	 2	 要	 v
1	 ADV	 2	 最终	 d
2	 HED	 -1	 解决	 v
3	 ATT	 4	 这些	 r
4	 VOB	 2	 问题	 n
5	 WP	 2	 ，	 wp
6	 ADV	 11	 不仅	 c
7	 ADV	 11	 要	 v
8	 ADV	 11	 在	 p
9	 ATT	 10	 经济	 n
10	 POB	 8	 上	 nd
11	 COO	 2	 明确	 v
12	 ATT	 14	 政府	 n
13	 RAD	 12	 的	 u
14	 VOB	 11	 职能	 n
15	 WP	 2	 ，	 wp
16	 ADV	 23	 而且	 c
17	 ADV	 23	 还要	 d
18	 ADV	 23	 对	 p
19	 POB	 18	 政府	 n
20	 LAD	 22	 和	 c
