产业与环境INDUSTRY AND ENVIRONMENT1999年　第21卷　第1-2期　Vol。
0	 ATT	 1	 ﻿	 n
56	 VOB	 55	 可用	 v
57	 CMP	 56	 来	 v
58	 ATT	 60	 明确	 a
59	 RAD	 58	 地	 u
60	 VOB	 56	 量度	 n
61	 LAD	 65	 和	 c
62	 WP	 64	 /	 wp
63	 ADV	 64	 或	 c
64	 ATT	 65	 交易	 v
65	 ADV	 66	 排放量	 n
66	 ATT	 70	 削减	 v
67	 RAD	 66	 的	 u
68	 ATT	 69	 国家	 n
69	 ATT	 70	 排放量	 n
70	 COO	 60	 底线	 n
71	 LAD	 72	 或	 c
72	 COO	 70	 情景	 n
73	 WP	 34	 。	 wp

在这一方面，在可以在CDM范围内把经认证的排放量削减存入银行之前，需要明确的排放量削减的信用或认证基准。
0	 ADV	 21	 在	 p
1	 ATT	 2	 这	 r
2	 ATT	 3	 一	 m
3	 POB	 0	 方面	 n
4	 WP	 0	 ，	 wp
5	 ADV	 21	 在	 p
6	 ADV	 16	 可以	 v
7	 ADV	 16	 在	 p
8	 ATT	 9	 CDM	 ws
9	 ATT	 10	 范围	 n
10	 POB	 7	 内	 nd
11	 ADV	 16	 把	 p
12	 ADV	 13	 经	 p
13	 ATT	 15	 认证	 v
14	 RAD	 13	 的	 u
15	 POB	 11	 排放量	 n
16	 ATT	 19	 削减	 v
17	 COO	 16	 存入	 v
18	 VOB	 16	 银行	 n
19	 POB	 5	 之前	 nd
20	 WP	 5	 ，	 wp
21	 HED	 -1	 需要	 v
22	 ATT	 24	 明确	 a
23	 RAD	 22	 的	 u
24	 SBV	 25	 排放量	 n
25	 ATT	 27	 削减	 v
26	 RAD	 25	 的	 u
27	 VOB	 21	 信用	 n
28	 LAD	 29	 或	 c
29	 COO	 21	 认证	 v
30	 VOB	 29	 基准	 n
31	 WP	 21	 。	 wp

　　关于CERs的金融化，也存在着某种模棱两可。
0	 HED	 -1	 	 v
1	 ATT	 4	 关于	 p
2	 POB	 1	 CERs	 ws
3	 RAD	 1	 的	 u
4	 VOB	 0	 金融化	 v
5	 WP	 0	 ，	 wp
6	 ADV	 7	 也	 d
7	 COO	 0	 存在	 v
8	 RAD	 7	 着	 u
9	 ATT	 10	 某种	 r
10	 VOB	 7	 模棱两可	 n
11	 WP	 0	 。	 wp

在《议定书》中，没有明确提到允许附录I缔约方把在ET或第6条之下实现的排放量削减“存入银行”，并在第一承诺期期间利用这些削减量来抵销其QELRCs。
0	 ADV	 8	 在	 p
1	 WP	 2	 《	 wp
2	 ATT	 4	 议定书	 n
3	 WP	 2	 》	 wp
4	 POB	 0	 中	 nd
5	 WP	 0	 ，	 wp
6	 ADV	 8	 没有	 d
7	 ADV	 8	 明确	 a
8	 HED	 -1	 提到	 v
9	 VOB	 8	 允许	 v
10	 ATT	 12	 附录	 n
11	 VOB	 10	 I	 ws
12	 SBV	 23	 缔约方	 n
13	 ADV	 23	 把	 p
14	 ADV	 20	 在	 p
15	 ATT	 19	 ET	 ws
16	 LAD	 19	 或	 c
17	 ATT	 18	 第6	 m
18	 ATT	 19	 条	 q
19	 POB	 14	 之下	 nd
20	 ATT	 22	 实现	 v
21	 RAD	 20	 的	 u
22	 POB	 13	 排放量	 n
23	 VOB	 9	 削减	 v
24	 WP	 25	 “	 wp
25	 COO	 23	 存入	 v
26	 VOB	 25	 银行	 n
27	 WP	 25	 ”	 wp
28	 WP	 8	 ，	 wp
29	 ADV	 34	 并	 c
30	 ADV	 34	 在	 p
31	 ATT	 32	 第一	 m
32	 ATT	 33	 承诺期	 n
33	 POB	 30	 期间	 nd
34	 COO	 8	 利用	 v
35	 ATT	 36	 这些	 r
36	 VOB	 34	 削减量	 n
37	 ADV	 38	 来	 v
38	 COO	 34	 抵	 v
39	 COO	 38	 销	 v
40	 SBV	 41	 其	 r
41	 VOB	 38	 QELRCs	 i
42	 WP	 8	 。	 wp

然而，在第12。
0	 DBL	 2	 然而	 c
1	 WP	 0	 ，	 wp
2	 HED	 -1	 在	 p
3	 POB	 2	 第12	 m
4	 WP	 2	 。	 wp

10条中对此事有明确的提法，即，从2000年起直至第一承诺期开始这一时期内得到的、经认证的排放量削减，可以用来帮助实现第一承诺期履约11。
0	 ATT	 1	 10	 m
1	 ATT	 2	 条	 q
2	 ADV	 5	 中	 nd
3	 ADV	 5	 对	 p
4	 POB	 3	 此事	 r
5	 HED	 -1	 有	 v
6	 ATT	 8	 明确	 a
7	 RAD	 6	 的	 u
8	 VOB	 5	 提法	 n
9	 WP	 8	 ，	 wp
10	 CMP	 8	 即	 v
11	 WP	 5	 ，	 wp
12	 ADV	 36	 从	 p
13	 ADV	 14	 2000年	 nt
14	 ADV	 18	 起	 nd
15	 ATT	 17	 直至	 v
16	 ATT	 17	 第一	 m
17	 SBV	 18	 承诺期	 n
18	 POB	 12	 开始	 v
19	 ATT	 20	 这	 r
20	 ATT	 21	 一	 m
21	 ATT	 22	 时期	 n
22	 ADV	 23	 内	 nd
23	 VOB	 18	 得到	 v
24	 RAD	 18	 的	 u
25	 WP	 30	 、	 wp
26	 ADV	 30	 经	 p
27	 ATT	 29	 认证	 v
28	 RAD	 27	 的	 u
29	 POB	 26	 排放量	 n
30	 SBV	 33	 削减	 v
31	 WP	 30	 ，	 wp
32	 ADV	 33	 可以	 v
33	 ADV	 36	 用	 v
34	 CMP	 33	 来	 v
35	 COO	 33	 帮助	 v
36	 COO	 5	 实现	 v
37	 ATT	 38	 第一	 m
38	 SBV	 39	 承诺期	 n
39	 VOB	 36	 履约	 v
40	 VOB	 39	 11	 m
41	 WP	 5	 。	 wp

　　CERs金融化问题第一QAELRC承诺期与在CDM之下允许的金融化期开始之间的差异而进一步复杂化。
0	 ATT	 3	 	 v
1	 VOB	 0	 CERs	 ws
2	 COO	 0	 金融化	 v
3	 ATT	 6	 问题	 n
4	 ATT	 5	 第一	 m
5	 ATT	 6	 QAELRC	 q
6	 SBV	 21	 承诺期	 n
7	 ADV	 21	 与	 p
8	 ADV	 11	 在	 p
9	 ATT	 10	 CDM	 ws
10	 POB	 8	 之下	 nd
11	 ATT	 18	 允许	 v
12	 RAD	 11	 的	 u
13	 ATT	 14	 金融	 n
14	 SBV	 15	 化期	 n
15	 ATT	 16	 开始	 v
16	 ATT	 18	 之间	 nd
17	 RAD	 16	 的	 u
18	 POB	 7	 差异	 n
19	 ADV	 21	 而	 c
20	 ADV	 21	 进一步	 d
21	 HED	 -1	 复杂化	 v
22	 WP	 21	 。	 wp

《议定书》中提到的第一QELRC承诺期是2008-2012年。
0	 WP	 1	 《	 wp
1	 ATT	 3	 议定书	 n
2	 WP	 1	 》	 wp
3	 ADV	 4	 中	 nd
4	 ATT	 8	 提到	 v
5	 RAD	 4	 的	 u
6	 ATT	 7	 第一	 m
7	 ATT	 8	 QELRC	 q
8	 SBV	 9	 承诺期	 n
9	 HED	 -1	 是	 v
10	 ATT	 11	 2008-2012	 m
11	 VOB	 9	 年	 q
12	 WP	 9	 。	 wp

《议定书》中还不清楚的是2008年以前开展的排放量削减活动的确切状态。
0	 WP	 1	 《	 wp
1	 ATT	 3	 议定书	 n
2	 WP	 1	 》	 wp
3	 ADV	 8	 中	 nd
4	 ADV	 8	 还	 d
5	 ADV	 6	 不	 d
6	 SBV	 8	 清楚	 a
7	 RAD	 6	 的	 u
8	 HED	 -1	 是	 v
9	 ATT	 10	 2008年	 nt
10	 ADV	 11	 以前	 nd
11	 ATT	 13	 开展	 v
12	 RAD	 11	 的	 u
13	 SBV	 14	 排放量	 n
14	 ATT	 18	 削减	 v
15	 VOB	 14	 活动	 v
16	 RAD	 14	 的	 u
17	 ATT	 18	 确切	 a
18	 VOB	 8	 状态	 n
19	 WP	 8	 。	 wp

这里引起的关注是，在第一承诺期开始前廉价购买并存入银行的CERs会导致附录I缔约方采取有限的国内行动来满足其QELRCs。
0	 SBV	 1	 这里	 r
1	 ATT	 4	 引起	 v
2	 RAD	 1	 的	 u
3	 SBV	 4	 关注	 v
4	 HED	 -1	 是	 v
5	 WP	 4	 ，	 wp
6	 ADV	 19	 在	 p
7	 ATT	 8	 第一	 m
8	 SBV	 9	 承诺期	 n
9	 ATT	 10	 开始	 v
10	 POB	 6	 前	 nd
11	 ADV	 12	 廉价	 a
12	 SBV	 19	 购买	 v
13	 ADV	 14	 并	 c
14	 COO	 12	 存入	 v
15	 VOB	 14	 银行	 n
16	 RAD	 12	 的	 u
17	 ATT	 18	 CERs	 ws
18	 ADV	 19	 会	 v
19	 VOB	 4	 导致	 v
20	 ATT	 22	 附录	 n
21	 VOB	 20	 I	 ws
22	 SBV	 23	 缔约方	 n
23	 VOB	 19	 采取	 v
24	 ATT	 26	 有限	 a
25	 RAD	 24	 的	 u
26	 ADV	 27	 国内	 nl
27	 VOB	 23	 行动	 v
28	 RAD	 27	 来	 v
29	 COO	 27	 满足	 v
30	 ATT	 31	 其	 r
31	 VOB	 29	 QELRCs	 n
32	 WP	 4	 。	 wp

尽管第12。
0	 HED	 -1	 尽管	 c
1	 ATT	 0	 第12	 m
2	 WP	 0	 。	 wp

3条指出附录I缔约方只能使用经认证的排放量削减来满足其QELRCs的“一部分”，但第12。
0	 ATT	 1	 3	 m
1	 SBV	 2	 条	 q
2	 HED	 -1	 指出	 v
3	 ATT	 5	 附录	 n
4	 VOB	 3	 I	 ws
5	 SBV	 12	 缔约方	 n
6	 ADV	 12	 只能	 v
7	 COO	 6	 使用	 v
8	 ATT	 11	 经	 p
9	 POB	 8	 认证	 v
10	 RAD	 8	 的	 u
11	 VOB	 7	 排放量	 n
12	 VOB	 2	 削减	 v
13	 CMP	 12	 来	 v
14	 COO	 12	 满足	 v
15	 ATT	 16	 其	 r
16	 ATT	 19	 QELRCs	 n
17	 RAD	 16	 的	 u
18	 WP	 19	 “	 wp
19	 VOB	 14	 一部分	 m
20	 WP	 19	 ”	 wp
21	 WP	 12	 ，	 wp
22	 ADV	 23	 但	 c
23	 COO	 12	 第12	 m
24	 WP	 2	 。	 wp

10条没有包括对限制附录I缔约方在2000-2008年期间实现的经认证排放量削减的金融化实际数量或百分率。
0	 ATT	 1	 10	 m
1	 SBV	 3	 条	 q
2	 ADV	 3	 没有	 d
3	 HED	 -1	 包括	 v
4	 ADV	 18	 对	 p
5	 POB	 4	 限制	 v
6	 ATT	 8	 附录	 n
7	 VOB	 6	 I	 ws
8	 SBV	 13	 缔约方	 n
9	 ADV	 13	 在	 p
10	 ATT	 11	 2000-2008	 m
11	 ATT	 12	 年	 q
12	 POB	 9	 期间	 nd
13	 VOB	 5	 实现	 v
14	 RAD	 4	 的	 u
15	 ADV	 18	 经	 p
16	 POB	 15	 认证	 v
17	 VOB	 16	 排放量	 n
18	 ATT	 22	 削减	 v
19	 RAD	 18	 的	 u
20	 ATT	 22	 金融化	 v
21	 VOB	 20	 实际	 n
22	 VOB	 3	 数量	 n
23	 LAD	 24	 或	 c
24	 COO	 22	 百分率	 n
25	 WP	 3	 。	 wp

　　无论2008年以前在CDM范围内实现的经认证排放量削减是否可以用来满足附录I缔约方在2008-2012年承诺期内要实现的QELRCs的一个显著部分，这个问题都需要加以解决。
0	 SBV	 13	 	 n
1	 ADV	 13	 无论	 c
2	 ATT	 3	 2008年	 nt
3	 ADV	 8	 以前	 nd
4	 ADV	 8	 在	 p
5	 ATT	 6	 CDM	 ws
6	 ATT	 7	 范围	 n
7	 POB	 4	 内	 nd
8	 ATT	 10	 实现	 v
9	 RAD	 8	 的	 u
10	 ADV	 13	 经	 p
11	 POB	 10	 认证	 v
12	 VOB	 11	 排放量	 n
13	 HED	 -1	 削减	 v
14	 ADV	 18	 是否	 v
15	 ADV	 18	 可以	 v
16	 ADV	 18	 用	 v
17	 CMP	 16	 来	 v
18	 VOB	 13	 满足	 v
19	 ATT	 21	 附录	 n
20	 VOB	 19	 I	 ws
21	 SBV	 28	 缔约方	 n
22	 ADV	 28	 在	 p
23	 ATT	 24	 2008-2012	 m
24	 ATT	 25	 年	 q
25	 ATT	 26	 承诺期	 n
26	 POB	 22	 内	 nd
27	 ADV	 28	 要	 v
28	 ATT	 30	 实现	 v
29	 RAD	 28	 的	 u
30	 ATT	 34	 QELRCs	 i
31	 RAD	 30	 的	 u
32	 ATT	 34	 一个	 m
33	 ATT	 34	 显著	 a
34	 VOB	 18	 部分	 n
35	 WP	 18	 ，	 wp
36	 ATT	 37	 这个	 r
37	 FOB	 41	 问题	 n
38	 ADV	 39	 都	 d
39	 ADV	 41	 需要	 v
40	 ADV	 41	 加以	 v
41	 COO	 18	 解决	 v
42	 WP	 13	 。	 wp

值得注意的是，非附录I缔约方已经指出，联合实施活动(AIJ)项目不能成为与这些机制相联系的排放量削减活动的一部分，而且，缔约方会议应当在不迟于2000年做出一项关于AIJ试验期的结论性决定12。
0	 SBV	 3	 值得	 v
1	 VOB	 0	 注意	 v
2	 RAD	 0	 的	 u
3	 HED	 -1	 是	 v
4	 WP	 3	 ，	 wp
5	 ATT	 7	 非附录	 b
6	 ATT	 7	 I	 ws
7	 SBV	 9	 缔约方	 n
8	 ADV	 9	 已经	 d
9	 VOB	 3	 指出	 v
10	 WP	 9	 ，	 wp
11	 SBV	 20	 联合	 v
12	 COO	 11	 实施	 v
13	 ATT	 17	 活动	 v
14	 WP	 15	 (	 wp
15	 ATT	 17	 AIJ	 ws
16	 WP	 15	 )	 wp
17	 VOB	 12	 项目	 n
18	 ADV	 19	 不	 d
19	 ADV	 20	 能	 v
20	 VOB	 9	 成为	 v
21	 ADV	 25	 与	 p
22	 ATT	 23	 这些	 r
23	 POB	 21	 机制	 n
24	 ADV	 25	 相	 d
25	 ATT	 27	 联系	 v
26	 RAD	 25	 的	 u
27	 VOB	 20	 排放量	 n
28	 COO	 27	 削减	 v
29	 ATT	 32	 活动	 v
30	 RAD	 29	 的	 u
31	 ATT	 32	 一	 m
32	 VOB	 28	 部分	 n
33	 WP	 20	 ，	 wp
34	 ADV	 52	 而且	 c
35	 WP	 34	 ，	 wp
36	 ATT	 37	 缔约方	 n
37	 SBV	 44	 会议	 n
38	 ADV	 44	 应当	 v
39	 ADV	 44	 在	 p
40	 ADV	 41	 不	 d
41	 ADV	 44	 迟	 a
42	 ADV	 44	 于	 p
43	 POB	 42	 2000年	 nt
44	 ATT	 51	 做出	 v
45	 ATT	 46	 一	 m
46	 ATT	 51	 项	 q
47	 ATT	 51	 关于	 p
48	 ATT	 49	 AIJ	 ws
49	 POB	 47	 试验期	 n
50	 RAD	 47	 的	 u
51	 SBV	 52	 结论性	 n
52	 COO	 20	 决定	 v
53	 VOB	 52	 12	 m
54	 WP	 3	 。	 wp

潜在项目接受国的工业企业，在权衡参与AIJ项目与CDM项目的效益时，要牢记这项决定。
0	 ATT	 1	 潜在	 b
1	 SBV	 2	 项目	 n
2	 HED	 -1	 接受	 v
3	 ATT	 6	 国	 n
4	 RAD	 3	 的	 u
5	 ATT	 6	 工业	 n
6	 VOB	 2	 企业	 n
7	 WP	 2	 ，	 wp
8	 ADV	 21	 在	 p
9	 ATT	 18	 权衡	 v
10	 ATT	 17	 参与	 v
11	 ATT	 12	 AIJ	 ws
12	 ATT	 15	 项目	 n
13	 LAD	 15	 与	 p
14	 ATT	 15	 CDM	 ws
15	 VOB	 10	 项目	 n
16	 RAD	 10	 的	 u
17	 VOB	 9	 效益	 n
18	 POB	 8	 时	 n
19	 WP	 8	 ，	 wp
20	 ADV	 21	 要	 v
21	 COO	 2	 牢记	 v
22	 ATT	 23	 这	 r
23	 ATT	 24	 项	 q
24	 VOB	 21	 决定	 n
25	 WP	 2	 。	 wp

　　项目活动起始日期的差异　　第6条和CDM项目以及ET制度的起始日期问题也需要加以解决。
0	 ATT	 1	 	 v
1	 ATT	 2	 项目	 n
2	 ATT	 6	 活动	 v
3	 COO	 2	 起始	 v
4	 VOB	 3	 日期	 n
5	 RAD	 2	 的	 u
6	 SBV	 7	 差异	 n
7	 HED	 -1	 	 v
8	 ATT	 9	 第6	 m
9	 ATT	 19	 条	 q
10	 LAD	 12	 和	 c
11	 ATT	 12	 CDM	 ws
12	 ATT	 19	 项目	 n
13	 LAD	 15	 以及	 c
14	 ATT	 15	 ET	 ws
15	 COO	 12	 制度	 n
16	 RAD	 12	 的	 u
17	 ATT	 19	 起始	 v
18	 VOB	 17	 日期	 n
19	 VOB	 7	 问题	 n
20	 ADV	 21	 也	 d
21	 COO	 7	 需要	 v
22	 ADV	 23	 加以	 v
23	 VOB	 21	 解决	 v
24	 WP	 7	 。	 wp

第6条没有提到附录I缔约方为了满足其QELRCs而可以参与项目的实际起始日期，而第12。
0	 ATT	 1	 第6	 m
1	 ADV	 3	 条	 q
2	 ADV	 3	 没有	 d
3	 HED	 -1	 提到	 v
4	 ATT	 6	 附录	 n
5	 VOB	 4	 I	 ws
6	 SBV	 13	 缔约方	 n
7	 ADV	 13	 为了	 p
8	 POB	 7	 满足	 v
9	 ATT	 10	 其	 r
10	 VOB	 8	 QELRCs	 n
11	 ADV	 13	 而	 c
12	 ADV	 13	 可以	 v
13	 ATT	 18	 参与	 v
14	 VOB	 13	 项目	 n
15	 RAD	 13	 的	 u
16	 ATT	 18	 实际	 a
17	 ATT	 18	 起始	 v
18	 VOB	 3	 日期	 n
19	 WP	 3	 ，	 wp
20	 ADV	 21	 而	 c
21	 COO	 3	 第12	 m
22	 WP	 3	 。	 wp

10条专门规定2000年-2008年之间得到的CERs可以用来帮助达到第一承诺期中的履约。
0	 ATT	 1	 10	 m
1	 ATT	 3	 条	 q
2	 ATT	 3	 专门	 b
3	 SBV	 8	 规定	 n
4	 ATT	 6	 2000年	 nt
5	 ATT	 6	 -2008	 m
6	 ATT	 7	 年	 q
7	 SBV	 8	 之间	 nd
8	 HED	 -1	 得到	 v
9	 RAD	 8	 的	 u
10	 RAD	 8	 CERs	 ws
11	 ADV	 12	 可以	 v
12	 VOB	 8	 用	 v
13	 CMP	 12	 来	 v
14	 COO	 12	 帮助	 v
15	 VOB	 14	 达到	 v
16	 ATT	 17	 第一	 m
17	 ATT	 18	 承诺期	 n
18	 ATT	 20	 中	 nd
19	 RAD	 18	 的	 u
20	 VOB	 15	 履约	 v
21	 WP	 8	 。	 wp

同第6条一样，第17条(ET)也没有提到实际起始日期。
0	 ADV	 12	 同	 p
1	 ATT	 2	 第6	 m
2	 POB	 0	 条	 q
3	 RAD	 0	 一样	 a
4	 WP	 0	 ，	 wp
5	 ATT	 6	 第17	 m
6	 ADV	 12	 条	 q
7	 WP	 8	 (	 wp
8	 SBV	 12	 ET	 ws
9	 WP	 12	 )	 wp
10	 ADV	 12	 也	 d
11	 ADV	 12	 没有	 d
12	 HED	 -1	 提到	 v
13	 VOB	 12	 实际	 a
14	 VOB	 12	 起始	 v
15	 VOB	 14	 日期	 n
16	 WP	 12	 。	 wp

为了确保在估计通过第56条活动或CDM活动达到附录I缔约方的QELRCs的那些部分时的一致性和清晰度，重要的是要为项目确定一个明确日期。
0	 ADV	 28	 为了	 p
1	 POB	 0	 确保	 v
2	 ADV	 10	 在	 p
3	 POB	 2	 估计	 v
4	 ADV	 7	 通过	 p
5	 ATT	 6	 第56	 m
6	 POB	 4	 条	 q
7	 VOB	 3	 活动	 v
8	 LAD	 10	 或	 c
9	 SBV	 10	 CDM	 ws
10	 VOB	 1	 活动	 v
11	 ATT	 20	 达到	 v
12	 ATT	 14	 附录	 n
13	 VOB	 12	 I	 ws
14	 VOB	 11	 缔约方	 n
15	 RAD	 11	 的	 u
16	 ATT	 18	 QELRCs	 ws
17	 RAD	 16	 的	 u
18	 ATT	 20	 那些	 r
19	 ATT	 20	 部分	 m
20	 ATT	 22	 时	 n
21	 RAD	 20	 的	 u
22	 VOB	 10	 一致性	 n
23	 LAD	 24	 和	 c
24	 COO	 22	 清晰度	 n
25	 WP	 0	 ，	 wp
26	 SBV	 28	 重要	 a
27	 RAD	 26	 的	 u
28	 HED	 -1	 是	 v
29	 ADV	 32	 要	 v
30	 ADV	 32	 为	 p
31	 POB	 30	 项目	 n
32	 VOB	 28	 确定	 v
33	 ATT	 35	 一个	 m
34	 ATT	 35	 明确	 a
35	 VOB	 32	 日期	 n
36	 WP	 28	 。	 wp

此外，在确定如果运用第3。
0	 ADV	 3	 此外	 c
1	 WP	 0	 ，	 wp
2	 ADV	 3	 在	 p
3	 HED	 -1	 确定	 v
4	 ADV	 5	 如果	 c
5	 COO	 3	 运用	 v
6	 VOB	 5	 第3	 m
7	 WP	 3	 。	 wp

10条和第3。
0	 ATT	 1	 10	 m
1	 ATT	 3	 条	 q
2	 LAD	 3	 和	 c
3	 HED	 -1	 第3	 m
4	 WP	 3	 。	 wp

11条方面起始日期问题是至关重要的，它们提到了与第6条和第17条规定相一致的ERUs的获取与转让。
0	 ATT	 1	 11	 m
1	 ATT	 2	 条	 q
2	 ATT	 5	 方面	 n
3	 ATT	 4	 起始	 v
4	 ATT	 5	 日期	 n
5	 SBV	 6	 问题	 n
6	 HED	 -1	 是	 v
7	 VOB	 6	 至关重要	 i
8	 RAD	 7	 的	 u
9	 WP	 6	 ，	 wp
10	 SBV	 11	 它们	 r
11	 COO	 6	 提到	 v
12	 RAD	 11	 了	 u
13	 ADV	 25	 与	 p
14	 ATT	 15	 第6	 m
15	 ATT	 19	 条	 q
16	 LAD	 18	 和	 c
17	 ATT	 18	 第17	 m
18	 COO	 15	 条	 q
19	 POB	 13	 规定	 n
20	 ADV	 25	 相	 d
21	 ADV	 25	 一致	 a
22	 RAD	 21	 的	 u
23	 SBV	 25	 ERUs	 ws
24	 RAD	 23	 的	 u
25	 VOB	 11	 获取	 v
26	 LAD	 27	 与	 c
27	 COO	 25	 转让	 v
28	 WP	 6	 。	 wp

为了避免混淆，考虑所有三种灵活性机制的明确起始日期可能是有用的。
0	 ADV	 15	 为了	 p
1	 POB	 0	 避免	 v
2	 VOB	 1	 混淆	 v
3	 WP	 1	 ，	 wp
4	 COO	 1	 考虑	 v
5	 ATT	 9	 所有	 b
6	 ATT	 7	 三	 m
7	 ATT	 9	 种	 q
8	 ATT	 9	 灵活性	 n
9	 VOB	 4	 机制	 n
10	 RAD	 1	 的	 u
11	 ADV	 12	 明确	 a
12	 ATT	 13	 起始	 v
13	 SBV	 15	 日期	 n
14	 ADV	 15	 可能	 v
15	 HED	 -1	 是	 v
16	 VOB	 15	 有用	 a
17	 RAD	 16	 的	 u
18	 WP	 15	 。	 wp

　　显然，布宜诺斯的下一次缔约会议期间和之后还有一大批问题需要加以解决。
0	 SBV	 1	 	 v
1	 HED	 -1	 显然	 a
2	 WP	 1	 ，	 wp
3	 ATT	 9	 布宜诺斯	 nh
4	 RAD	 3	 的	 u
5	 ATT	 6	 下	 nd
6	 ATT	 7	 一	 m
7	 ATT	 9	 次	 q
8	 ATT	 9	 缔约	 v
9	 ATT	 10	 会议	 n
10	 ADV	 13	 期间	 nd
11	 LAD	 12	 和	 c
12	 COO	 10	 之后	 nd
13	 COO	 1	 还有	 v
14	 ATT	 16	 一	 m
15	 ATT	 16	 大	 a
16	 ATT	 17	 批	 q
17	 VOB	 13	 问题	 n
18	 VOB	 13	 需要	 v
19	 ADV	 20	 加以	 v
20	 VOB	 18	 解决	 v
21	 WP	 13	 。	 wp

为了使CDM能作为一种双重目的机制真正起作用，保证发展中国家的可持续发展目标和确保附录I缔约方的QELRCs的可证实性的指导准则必须到位。
0	 ADV	 35	 为了	 p
1	 POB	 0	 使	 v
2	 SBV	 11	 CDM	 ws
3	 ADV	 4	 能	 v
4	 ADV	 11	 作为	 v
5	 ATT	 6	 一	 m
6	 ATT	 9	 种	 q
7	 ATT	 8	 双重	 b
8	 ATT	 9	 目的	 n
9	 VOB	 4	 机制	 n
10	 ADV	 11	 真正	 d
11	 VOB	 1	 起	 v
12	 VOB	 11	 作用	 n
13	 WP	 0	 ，	 wp
14	 ATT	 33	 保证	 v
15	 SBV	 18	 发展中国家	 i
16	 RAD	 15	 的	 u
17	 ADV	 18	 可	 v
18	 ADV	 19	 持续	 v
19	 VOB	 14	 发展	 v
20	 VOB	 19	 目标	 n
21	 LAD	 22	 和	 c
22	 COO	 19	 确保	 v
23	 ATT	 25	 附录	 n
24	 VOB	 23	 I	 ws
25	 VOB	 22	 缔约方	 n
26	 RAD	 19	 的	 u
27	 ATT	 33	 QELRCs	 ws
28	 RAD	 27	 的	 u
29	 ADV	 32	 可	 v
30	 VOB	 29	 证实性	 n
31	 RAD	 29	 的	 u
32	 ATT	 33	 指导	 v
33	 SBV	 35	 准则	 n
34	 ADV	 35	 必须	 d
35	 HED	 -1	 到位	 v
36	 WP	 35	 。	 wp

此外，GHG补偿投资业务必须确保发展中国家及其私有部门实体的平等参与。
0	 ADV	 7	 此外	 c
1	 WP	 0	 ，	 wp
2	 SBV	 3	 GHG	 ws
3	 SBV	 7	 补偿	 v
4	 ATT	 5	 投资	 v
5	 VOB	 3	 业务	 n
6	 ADV	 7	 必须	 d
7	 HED	 -1	 确保	 v
8	 SBV	 15	 发展中国家	 i
9	 LAD	 12	 及其	 c
10	 ATT	 11	 私有	 v
11	 ATT	 12	 部门	 n
12	 COO	 8	 实体	 n
13	 RAD	 8	 的	 u
14	 ADV	 15	 平等	 a
15	 VOB	 7	 参与	 v
16	 WP	 7	 。	 wp

　　本文中表达的观点是本作者的观点，不反映洛克菲勒基金会的看法。
0	 ATT	 5	 	 v
1	 ATT	 2	 本文	 r
2	 ADV	 3	 中	 nd
3	 VOB	 0	 表达	 v
4	 RAD	 0	 的	 u
5	 SBV	 6	 观点	 n
6	 HED	 -1	 是	 v
7	 ATT	 8	 本	 r
8	 ATT	 10	 作者	 n
9	 RAD	 8	 的	 u
10	 VOB	 6	 观点	 n
11	 WP	 6	 ，	 wp
12	 ADV	 13	 不	 d
13	 COO	 6	 反映	 v
14	 ATT	 15	 洛克菲勒	 nh
15	 ATT	 17	 基金会	 n
16	 RAD	 15	 的	 u
17	 VOB	 13	 看法	 n
18	 WP	 6	 。	 wp

注释1。
0	 HED	 -1	 注释	 v
1	 VOB	 0	 1	 m
2	 WP	 0	 。	 wp

UNEP/IUC,Kyoto Protocol to the United Nations Framework Convention on Climate Change,June 1998。
0	 SBV	 4	 UNEP	 ws
1	 WP	 0	 /	 wp
2	 SBV	 4	 IUC	 ws
3	 WP	 2	 ,	 wp
4	 HED	 -1	 Kyoto	 v
5	 ATT	 6	 Protocol	 ws
6	 VOB	 4	 to	 n
7	 COO	 4	 the	 v
8	 ATT	 12	 United	 ws
9	 ATT	 12	 Nations	 ws
10	 ATT	 12	 Framework	 ws
11	 ATT	 12	 Convention	 ws
12	 ATT	 13	 on	 n
13	 VOB	 7	 Climate	 ws
14	 SBV	 16	 Change	 ws
15	 WP	 14	 ,	 wp
16	 COO	 4	 June	 v
17	 VOB	 16	 1998	 m
18	 WP	 4	 。	 wp

pp。
0	 HED	 -1	 pp	 i
1	 WP	 0	 。	 wp

5-6。
0	 HED	 -1	 5-6	 m
1	 WP	 0	 。	 wp

《京都议定书》第3条第1款说，《联合国气候变化框架公约》的附录I缔约方(也列为《议定书》附录B缔约方)应当单独地或联合地在2008-2012年承诺期内使其温室气体(GHG)排放总量削减1990年水平以下的至少5%。
0	 WP	 2	 《	 wp
1	 ATT	 2	 京都	 ns
2	 ATT	 6	 议定书	 n
3	 WP	 2	 》	 wp
4	 ATT	 5	 第3	 m
5	 ATT	 6	 条	 q
6	 SBV	 7	 第1款	 n
7	 HED	 -1	 说	 v
8	 WP	 7	 ，	 wp
9	 WP	 14	 《	 wp
10	 ATT	 11	 联合国	 ni
11	 SBV	 12	 气候	 n
12	 ATT	 14	 变化	 v
13	 VOB	 12	 框架	 n
14	 ATT	 17	 公约	 n
15	 WP	 14	 》	 wp
