【 文献号 】1-3101【原文出处】中国文化报【原刊地名】京【原刊期号】19960526【原刊页号】⑴【分 类 号】J1【分 类 名】文艺理论【 作  者 】刘忠德【复印期号】199607【 标  题 】在１９９６年全国艺术创作会议上的讲话【 正  文 】    （1996年4月16日于北京）    同志们：    1996年全国艺术创作会议今天开幕了。
0	 ADV	 8	 ﻿	 v
18	 VOB	 14	 生活	 v
19	 WP	 4	 。	 wp

现在普遍反映创作人员深入生活比较困难，下不去，呆不住。
0	 ADV	 2	 现在	 nt
1	 ADV	 2	 普遍	 a
2	 HED	 -1	 反映	 v
3	 ATT	 4	 创作	 v
4	 DBL	 2	 人员	 n
5	 VOB	 2	 深入	 v
6	 SBV	 8	 生活	 v
7	 ADV	 8	 比较	 d
8	 VOB	 5	 困难	 a
9	 WP	 5	 ，	 wp
10	 COO	 5	 下	 v
11	 ADV	 12	 不	 d
12	 CMP	 10	 去	 v
13	 WP	 5	 ，	 wp
14	 COO	 5	 呆	 v
15	 ADV	 16	 不	 d
16	 CMP	 14	 住	 v
17	 WP	 2	 。	 wp

各地文化主管部门要开动脑筋，多想办法，创造性地做好这项工作。
0	 ATT	 1	 各地	 r
1	 ATT	 3	 文化	 n
2	 ATT	 3	 主管	 v
3	 SBV	 5	 部门	 n
4	 ADV	 5	 要	 v
5	 HED	 -1	 开动	 v
6	 VOB	 5	 脑筋	 n
7	 WP	 5	 ，	 wp
8	 ADV	 9	 多	 d
9	 COO	 5	 想	 v
10	 VOB	 9	 办法	 n
11	 WP	 5	 ，	 wp
12	 ADV	 14	 创造性	 n
13	 RAD	 12	 地	 u
14	 COO	 5	 做好	 v
15	 ATT	 16	 这项	 r
16	 VOB	 14	 工作	 v
17	 WP	 5	 。	 wp

要从多方面入手，为编剧、导演、作曲等主创人员深入生活、体验生活，正确地认识和把握生活创造条件。
0	 ADV	 4	 要	 v
1	 ADV	 4	 从	 p
2	 ATT	 3	 多	 a
3	 POB	 1	 方面	 n
4	 HED	 -1	 入手	 v
5	 WP	 4	 ，	 wp
6	 ADV	 13	 为	 p
7	 POB	 6	 编剧	 n
8	 WP	 9	 、	 wp
9	 COO	 7	 导演	 n
10	 WP	 11	 、	 wp
11	 COO	 7	 作曲	 v
12	 RAD	 7	 等	 u
13	 COO	 4	 主创	 v
14	 DBL	 13	 人员	 n
15	 VOB	 13	 深入	 v
16	 VOB	 15	 生活	 v
17	 WP	 18	 、	 wp
18	 COO	 15	 体验	 v
19	 VOB	 18	 生活	 v
20	 WP	 4	 ，	 wp
21	 ADV	 23	 正确	 a
22	 RAD	 21	 地	 u
23	 COO	 4	 认识	 v
24	 LAD	 25	 和	 c
25	 COO	 23	 把握	 v
26	 VOB	 23	 生活	 v
27	 VOB	 23	 创造	 v
28	 VOB	 27	 条件	 n
29	 WP	 4	 。	 wp

参观访问、挂职锻炼、建立创作基地，等等，形式可以多种多样。
0	 HED	 -1	 参观	 v
1	 COO	 0	 访问	 v
2	 WP	 3	 、	 wp
3	 COO	 0	 挂职	 v
4	 COO	 3	 锻炼	 v
5	 WP	 6	 、	 wp
6	 COO	 3	 建立	 v
7	 ATT	 8	 创作	 v
8	 VOB	 6	 基地	 n
9	 WP	 3	 ，	 wp
10	 RAD	 0	 等等	 u
11	 WP	 0	 ，	 wp
12	 SBV	 14	 形式	 n
13	 ADV	 14	 可以	 v
14	 COO	 0	 多种多样	 i
15	 WP	 0	 。	 wp

此外，还可以让创作人员听报告看文件，提高思想敏锐性；还可以组织一些深入生活的情况信息交流会，以互相启发，激活创作灵感。
0	 ADV	 4	 此外	 c
1	 WP	 0	 ，	 wp
2	 ADV	 3	 还	 d
3	 ADV	 4	 可以	 v
4	 HED	 -1	 让	 v
5	 ATT	 6	 创作	 v
6	 DBL	 4	 人员	 n
7	 VOB	 4	 听	 v
8	 DBL	 7	 报告	 n
9	 COO	 7	 看	 v
10	 VOB	 9	 文件	 n
11	 WP	 7	 ，	 wp
12	 COO	 7	 提高	 v
13	 ATT	 14	 思想	 n
14	 VOB	 12	 敏锐性	 n
15	 WP	 7	 ；	 wp

此外，还可以让创作人员听报告看文件，提高思想敏锐性；还可以组织一些深入生活的情况信息交流会，以互相启发，激活创作灵感。
0	 ADV	 2	 还	 d
1	 ADV	 2	 可以	 v
2	 HED	 -1	 组织	 v
3	 ATT	 9	 一些	 m
4	 ATT	 7	 深入	 v
5	 VOB	 4	 生活	 v
6	 RAD	 4	 的	 u
7	 ATT	 9	 情况	 n
8	 ATT	 9	 信息	 n
9	 VOB	 2	 交流会	 n
10	 WP	 2	 ，	 wp
11	 ADV	 15	 以	 p
12	 ADV	 13	 互相	 d
13	 POB	 11	 启发	 v
14	 WP	 11	 ，	 wp
15	 COO	 2	 激活	 v
16	 ATT	 17	 创作	 v
17	 VOB	 15	 灵感	 n
18	 WP	 2	 。	 wp

除了做好引导和组织工作外，各地还要想办法建立一笔专项经费，为创作人员深入生活提供物质上的保证。
0	 ADV	 10	 除了	 p
1	 POB	 0	 做好	 v
2	 ATT	 6	 引导	 v
3	 LAD	 4	 和	 c
4	 COO	 2	 组织	 v
5	 VOB	 2	 工作	 v
6	 RAD	 0	 外	 nd
7	 WP	 0	 ，	 wp
8	 SBV	 10	 各地	 r
9	 ADV	 10	 还要	 d
10	 HED	 -1	 想	 v
11	 VOB	 10	 办法	 n
12	 COO	 10	 建立	 v
13	 ATT	 14	 一	 m
14	 ATT	 16	 笔	 q
15	 ATT	 16	 专项	 b
16	 VOB	 12	 经费	 n
17	 WP	 12	 ，	 wp
18	 ADV	 23	 为	 p
19	 ATT	 20	 创作	 v
20	 SBV	 21	 人员	 n
21	 POB	 18	 深入	 v
22	 COO	 21	 生活	 v
23	 COO	 12	 提供	 v
24	 ATT	 25	 物质	 n
25	 ATT	 27	 上	 nd
26	 RAD	 25	 的	 u
27	 VOB	 23	 保证	 v
28	 WP	 10	 。	 wp

总之，创作人员深入生活是创作艺术精品的前提，这件事情不能止于号召，流于形式，要真正能够下得去，呆得住，这样，才能使艺术工作者从人民群众改革和建设的现实实践中吸取丰富的思想营养和创作源泉，创作出无愧于时代的艺术精品。
0	 ADV	 26	 总之	 c
1	 WP	 0	 ，	 wp
2	 SBV	 26	 创作	 v
3	 DBL	 2	 人员	 n
4	 VOB	 2	 深入	 v
5	 SBV	 6	 生活	 v
6	 VOB	 4	 是	 v
7	 ATT	 11	 创作	 v
8	 ATT	 9	 艺术	 n
9	 VOB	 7	 精品	 n
10	 RAD	 7	 的	 u
11	 VOB	 6	 前提	 n
12	 WP	 4	 ，	 wp
13	 ATT	 14	 这	 r
14	 ATT	 15	 件	 q
15	 SBV	 18	 事情	 n
16	 ADV	 17	 不	 d
17	 ADV	 18	 能	 v
18	 COO	 4	 止于	 v
19	 VOB	 18	 号召	 v
20	 WP	 2	 ，	 wp
21	 COO	 2	 流于形式	 i
22	 WP	 2	 ，	 wp
23	 ADV	 26	 要	 v
24	 ADV	 25	 真正	 d
25	 ADV	 26	 能够	 v
26	 HED	 -1	 下	 v
27	 RAD	 26	 得	 u
28	 CMP	 26	 去	 v
29	 WP	 26	 ，	 wp
30	 COO	 26	 呆	 v
31	 RAD	 30	 得	 u
32	 CMP	 30	 住	 v
33	 WP	 26	 ，	 wp
34	 ADV	 38	 这样	 r
35	 WP	 34	 ，	 wp
36	 ADV	 38	 才	 c
37	 ADV	 38	 能	 v
38	 COO	 26	 使	 v
39	 ATT	 40	 艺术	 n
40	 DBL	 38	 工作者	 n
41	 ADV	 51	 从	 p
42	 ATT	 43	 人民	 n
43	 SBV	 44	 群众	 n
44	 ATT	 50	 改革	 v
45	 LAD	 49	 和	 c
46	 ATT	 48	 建设	 v
47	 RAD	 46	 的	 u
48	 ATT	 49	 现实	 n
49	 COO	 44	 实践	 v
50	 POB	 41	 中	 nd
51	 VOB	 38	 吸取	 v
52	 ATT	 55	 丰富	 a
53	 RAD	 52	 的	 u
54	 ATT	 55	 思想	 n
55	 VOB	 51	 营养	 n
56	 LAD	 58	 和	 c
57	 ATT	 58	 创作	 v
58	 COO	 55	 源泉	 n
59	 WP	 38	 ，	 wp
60	 COO	 38	 创作	 v
61	 CMP	 60	 出	 v
62	 ATT	 66	 无愧于	 v
63	 ATT	 65	 时代	 n
64	 RAD	 63	 的	 u
65	 ATT	 66	 艺术	 n
66	 VOB	 60	 精品	 n
67	 WP	 26	 。	 wp

            （四）充分重视和加强艺术评论工作    公正、客观、实事求是的艺术评论对促进艺术创作的繁荣发展有十分重要的积极作用。
0	 WP	 1	 （	 wp
1	 ATT	 16	 四	 m
2	 WP	 1	 ）	 wp
3	 ADV	 4	 充分	 a
4	 SBV	 10	 重视	 v
5	 LAD	 6	 和	 c
6	 COO	 4	 加强	 v
7	 VOB	 4	 艺术	 n
8	 VOB	 4	 评论	 v
9	 VOB	 4	 工作	 v
10	 ATT	 16	 公正	 a
11	 WP	 12	 、	 wp
12	 COO	 10	 客观	 a
13	 WP	 14	 、	 wp
14	 COO	 10	 实事求是	 i
15	 RAD	 10	 的	 u
16	 SBV	 17	 艺术	 n
17	 HED	 -1	 评论	 v
18	 ADV	 25	 对	 p
19	 ATT	 23	 促进	 v
20	 SBV	 21	 艺术	 n
21	 VOB	 19	 创作	 v
22	 RAD	 19	 的	 u
23	 ADV	 24	 繁荣	 a
24	 POB	 18	 发展	 v
25	 VOB	 17	 有	 v
26	 ADV	 27	 十分	 m
27	 ATT	 30	 重要	 a
28	 RAD	 27	 的	 u
29	 ATT	 30	 积极	 a
30	 VOB	 25	 作用	 n
31	 WP	 17	 。	 wp

因为它能帮助艺术家总结艺术创作上的得失优劣，探索艺术创作的规律，阐发作品的思想内蕴，形成正确的舆论导向，同时，帮助观众更好地接受和欣赏作品。
0	 ADV	 3	 因为	 c
1	 SBV	 3	 它	 r
2	 ADV	 3	 能	 v
3	 HED	 -1	 帮助	 v
4	 DBL	 3	 艺术家	 n
5	 VOB	 3	 总结	 v
6	 FOB	 7	 艺术	 n
7	 ATT	 8	 创作	 v
8	 ATT	 11	 上	 nd
9	 RAD	 8	 的	 u
10	 ATT	 11	 得失	 n
11	 VOB	 5	 优劣	 n
12	 WP	 3	 ，	 wp
13	 COO	 3	 探索	 v
14	 SBV	 15	 艺术	 n
15	 ATT	 17	 创作	 v
16	 RAD	 15	 的	 u
17	 VOB	 13	 规律	 n
18	 WP	 3	 ，	 wp
19	 COO	 3	 阐发	 v
20	 ATT	 23	 作品	 n
21	 RAD	 20	 的	 u
22	 ATT	 23	 思想	 n
23	 VOB	 19	 内蕴	 n
24	 WP	 3	 ，	 wp
25	 COO	 3	 形成	 v
26	 ATT	 29	 正确	 a
27	 RAD	 26	 的	 u
28	 ATT	 29	 舆论	 n
29	 VOB	 25	 导向	 n
30	 WP	 3	 ，	 wp
31	 ADV	 33	 同时	 c
32	 WP	 31	 ，	 wp
33	 COO	 3	 帮助	 v
34	 DBL	 33	 观众	 n
35	 ADV	 36	 更	 d
36	 ADV	 38	 好	 a
37	 RAD	 36	 地	 u
38	 VOB	 33	 接受	 v
39	 LAD	 40	 和	 c
40	 COO	 38	 欣赏	 v
41	 VOB	 38	 作品	 n
42	 WP	 3	 。	 wp

真诚、深刻的艺术评论有利于促进艺术创作更好地反映社会生活的主流和时代精神，有利于促进积极有益的艺术探索和艺术创新，有利于沟通艺术家与观众之间的联系，有利于促进艺术精品的产生。
0	 ATT	 5	 真诚	 a
1	 WP	 2	 、	 wp
2	 COO	 0	 深刻	 a
3	 RAD	 0	 的	 u
4	 ATT	 5	 艺术	 n
5	 SBV	 6	 评论	 n
6	 HED	 -1	 有利于	 v
7	 VOB	 6	 促进	 v
8	 FOB	 9	 艺术	 n
9	 ATT	 20	 创作	 v
10	 ADV	 11	 更	 d
11	 ADV	 13	 好	 a
12	 RAD	 11	 地	 u
13	 ATT	 20	 反映	 v
14	 SBV	 15	 社会	 n
15	 VOB	 13	 生活	 v
16	 RAD	 13	 的	 u
17	 ATT	 20	 主流	 n
18	 LAD	 19	 和	 c
19	 COO	 17	 时代	 n
20	 VOB	 7	 精神	 n
21	 WP	 6	 ，	 wp
22	 COO	 6	 有利于	 v
23	 VOB	 22	 促进	 v
24	 ATT	 27	 积极	 a
25	 COO	 24	 有益	 a
26	 RAD	 24	 的	 u
27	 VOB	 23	 艺术	 n
28	 VOB	 23	 探索	 v
29	 LAD	 31	 和	 c
30	 ATT	 31	 艺术	 n
31	 COO	 28	 创新	 v
32	 WP	 6	 ，	 wp
33	 COO	 6	 有利于	 v
34	 VOB	 33	 沟通	 v
35	 ATT	 38	 艺术家	 n
36	 LAD	 37	 与	 p
37	 COO	 35	 观众	 n
38	 ATT	 40	 之间	 nd
39	 RAD	 38	 的	 u
40	 VOB	 34	 联系	 v
41	 WP	 6	 ，	 wp
42	 COO	 6	 有利于	 v
43	 VOB	 42	 促进	 v
44	 ATT	 45	 艺术	 n
45	 VOB	 43	 精品	 n
46	 RAD	 43	 的	 u
47	 COO	 42	 产生	 v
48	 WP	 6	 。	 wp

在进行艺术评论工作时，同样要将树立正确的文艺思想、坚持正确的文艺导向放在首位，不仅要有艺术家的激情和想象力，还要有理论家的深邃和睿智，营造一种坦诚、科学、民主的艺术评论气氛。
0	 ADV	 10	 在	 p
1	 ATT	 5	 进行	 v
2	 SBV	 3	 艺术	 n
3	 VOB	 1	 评论	 v
4	 VOB	 3	 工作	 v
5	 POB	 0	 时	 n
6	 WP	 0	 ，	 wp
7	 ADV	 8	 同样	 d
8	 ADV	 10	 要	 v
9	 ADV	 10	 将	 p
10	 HED	 -1	 树立	 v
11	 ATT	 14	 正确	 a
12	 RAD	 11	 的	 u
13	 ATT	 14	 文艺	 n
14	 VOB	 10	 思想	 n
15	 WP	 16	 、	 wp
16	 COO	 10	 坚持	 v
17	 ATT	 20	 正确	 a
18	 RAD	 17	 的	 u
19	 ATT	 20	 文艺	 n
20	 SBV	 21	 导向	 n
21	 VOB	 16	 放在	 v
22	 ATT	 23	 首	 m
23	 VOB	 21	 位	 q
24	 WP	 16	 ，	 wp
25	 ADV	 27	 不仅	 c
26	 ADV	 27	 要	 v
27	 COO	 16	 有	 v
28	 ATT	 30	 艺术家	 n
29	 RAD	 28	 的	 u
30	 VOB	 27	 激情	 n
31	 LAD	 32	 和	 c
32	 COO	 30	 想象力	 n
33	 WP	 27	 ，	 wp
34	 ADV	 35	 还要	 d
35	 COO	 27	 有	 v
36	 ATT	 38	 理论家	 n
37	 RAD	 36	 的	 u
38	 VOB	 35	 深邃	 a
39	 LAD	 40	 和	 c
40	 COO	 38	 睿智	 a
41	 WP	 10	 ，	 wp
42	 COO	 10	 营造	 v
43	 ATT	 44	 一	 m
44	 ATT	 53	 种	 q
45	 ATT	 53	 坦诚	 a
46	 WP	 47	 、	 wp
47	 COO	 45	 科学	 a
48	 WP	 49	 、	 wp
49	 COO	 45	 民主	 a
50	 RAD	 45	 的	 u
51	 ATT	 53	 艺术	 n
52	 ATT	 53	 评论	 v
53	 VOB	 42	 气氛	 n
54	 WP	 10	 。	 wp

            （五）认真做好优秀艺术作品的演出和普及工作    舞台艺术作品的存在方式与文学、电影和电视相比较具有其特殊性，那就是其思想和艺术价值只有在丰富的演出实践中才能体现和实现，因此，在艺术作品的创作和生产中，演出是不可忽视的环节。
0	 WP	 1	 （	 wp
1	 ADV	 19	 五	 m
2	 WP	 1	 ）	 wp
3	 ADV	 4	 认真	 a
4	 ATT	 19	 做	 v
5	 CMP	 4	 好	 a
6	 ATT	 8	 优秀	 a
7	 ATT	 8	 艺术	 n
8	 VOB	 4	 作品	 n
9	 RAD	 4	 的	 u
10	 ATT	 19	 演出	 v
11	 LAD	 12	 和	 c
12	 COO	 10	 普及	 v
13	 VOB	 12	 工作	 v
14	 ATT	 15	 舞台	 n
15	 ATT	 16	 艺术	 n
16	 VOB	 10	 作品	 n
17	 RAD	 10	 的	 u
18	 ATT	 19	 存在	 v
19	 SBV	 28	 方式	 n
20	 ADV	 28	 与	 p
21	 POB	 20	 文学	 n
22	 WP	 23	 、	 wp
23	 COO	 21	 电影	 n
24	 LAD	 25	 和	 c
25	 COO	 21	 电视	 n
26	 ADV	 28	 相	 d
27	 ADV	 28	 比较	 d
28	 HED	 -1	 具有	 v
29	 ATT	 30	 其	 r
30	 VOB	 28	 特殊性	 n
31	 WP	 28	 ，	 wp
32	 SBV	 34	 那	 r
33	 ADV	 34	 就	 d
34	 COO	 28	 是	 v
35	 ATT	 36	 其	 r
36	 SBV	 49	 思想	 n
37	 LAD	 39	 和	 c
38	 ATT	 39	 艺术	 n
39	 COO	 36	 价值	 n
40	 ADV	 49	 只有	 c
41	 ADV	 49	 在	 p
42	 ADV	 44	 丰富	 a
43	 RAD	 42	 的	 u
44	 ATT	 45	 演出	 v
45	 ATT	 46	 实践	 v
46	 POB	 41	 中	 nd
47	 ADV	 48	 才	 c
48	 ADV	 49	 能	 v
49	 VOB	 34	 体现	 v
50	 LAD	 51	 和	 c
51	 COO	 49	 实现	 v
52	 WP	 34	 ，	 wp
53	 ADV	 65	 因此	 c
54	 WP	 53	 ，	 wp
55	 ADV	 65	 在	 p
56	 ATT	 57	 艺术	 n
57	 ATT	 59	 作品	 n
58	 RAD	 57	 的	 u
59	 ATT	 62	 创作	 v
60	 LAD	 61	 和	 c
61	 COO	 59	 生产	 v
62	 POB	 55	 中	 nd
63	 WP	 55	 ，	 wp
64	 SBV	 65	 演出	 v
65	 COO	 34	 是	 v
66	 ADV	 67	 不可	 v
67	 ATT	 69	 忽视	 v
68	 RAD	 67	 的	 u
69	 VOB	 65	 环节	 n
70	 WP	 34	 。	 wp

从一般的意义上讲，一部艺术作品只有多演出，只有不断拥有更多的观众，才能争取好的社会效益和经济效益。
0	 ADV	 13	 从	 p
1	 ATT	 3	 一般	 a
2	 RAD	 1	 的	 u
3	 ATT	 4	 意义	 n
4	 POB	 0	 上	 nd
5	 RAD	 0	 讲	 v
6	 WP	 0	 ，	 wp
7	 ATT	 8	 一	 m
8	 ATT	 10	 部	 q
9	 ATT	 10	 艺术	 n
10	 SBV	 13	 作品	 n
11	 ADV	 13	 只有	 c
12	 ADV	 13	 多	 a
13	 HED	 -1	 演出	 v
14	 WP	 13	 ，	 wp
15	 ADV	 17	 只有	 c
16	 ADV	 17	 不断	 d
17	 COO	 13	 拥有	 v
18	 ADV	 19	 更	 d
19	 ATT	 21	 多	 a
20	 RAD	 19	 的	 u
21	 VOB	 17	 观众	 n
22	 WP	 17	 ，	 wp
23	 ADV	 25	 才	 c
24	 ADV	 25	 能	 v
25	 COO	 17	 争取	 v
26	 ATT	 28	 好	 a
27	 RAD	 26	 的	 u
28	 VOB	 25	 社会效益	 n
29	 LAD	 30	 和	 c
30	 COO	 28	 经济效益	 n
31	 WP	 13	 。	 wp

从抓艺术精品生产，促进艺术精品的产生这一意义上讲，艺术作品的演出过程，就是不断经过观众检验，发现缺陷和不足，不断进行加工修改并使之提高的过程。
0	 ADV	 10	 从	 p
1	 POB	 0	 抓	 v
2	 ATT	 3	 艺术	 n
3	 VOB	 1	 精品	 n
4	 COO	 3	 生产	 v
5	 WP	 1	 ，	 wp
6	 COO	 1	 促进	 v
7	 ATT	 8	 艺术	 n
8	 VOB	 6	 精品	 n
9	 RAD	 1	 的	 u
10	 SBV	 24	 产生	 v
11	 ATT	 12	 这	 r
12	 ATT	 13	 一	 m
13	 ATT	 14	 意义	 n
14	 ADV	 15	 上	 nd
15	 ATT	 21	 讲	 v
16	 WP	 15	 ，	 wp
17	 ATT	 18	 艺术	 n
18	 VOB	 15	 作品	 n
19	 RAD	 15	 的	 u
20	 ATT	 21	 演出	 v
21	 VOB	 10	 过程	 n
22	 WP	 10	 ，	 wp
23	 ADV	 24	 就	 d
24	 HED	 -1	 是	 v
25	 ADV	 26	 不断	 d
26	 ADV	 30	 经过	 p
27	 SBV	 28	 观众	 n
28	 POB	 26	 检验	 v
29	 WP	 26	 ，	 wp
30	 VOB	 24	 发现	 v
31	 VOB	 30	 缺陷	 n
32	 LAD	 33	 和	 c
33	 VOB	 30	 不足	 a
34	 WP	 30	 ，	 wp
35	 ADV	 36	 不断	 d
36	 COO	 30	 进行	 v
37	 ATT	 44	 加工	 v
38	 COO	 37	 修改	 v
39	 ADV	 40	 并	 c
40	 COO	 38	 使	 v
41	 DBL	 40	 之	 r
42	 VOB	 40	 提高	 v
43	 RAD	 37	 的	 u
44	 VOB	 36	 过程	 n
45	 WP	 24	 。	 wp

对于舞台艺术作品来讲，演的过程仍然是全部艺术创作的有机组成部分，是整个艺术创作和生产流程中重要的一环。
0	 ADV	 11	 对于	 p
1	 ATT	 2	 舞台	 n
2	 ATT	 3	 艺术	 n
3	 POB	 0	 作品	 n
4	 ADV	 5	 来	 v
5	 COO	 0	 讲	 v
6	 WP	 0	 ，	 wp
7	 ATT	 9	 演	 v
8	 RAD	 7	 的	 u
9	 SBV	 11	 过程	 n
10	 ADV	 11	 仍然	 d
11	 HED	 -1	 是	 v
12	 ATT	 13	 全部	 m
13	 SBV	 14	 艺术	 n
14	 ATT	 17	 创作	 v
15	 RAD	 14	 的	 u
16	 ATT	 17	 有机	 b
17	 VOB	 11	 组成部分	 i
18	 WP	 11	 ，	 wp
19	 COO	 11	 是	 v
20	 ATT	 21	 整个	 b
21	 FOB	 22	 艺术	 n
22	 VOB	 19	 创作	 v
23	 LAD	 24	 和	 c
24	 COO	 22	 生产	 v
25	 ATT	 26	 流程	 n
26	 ATT	 30	 中	 nd
27	 ATT	 30	 重要	 a
28	 RAD	 27	 的	 u
29	 ATT	 30	 一	 m
30	 VOB	 22	 环	 n
31	 WP	 11	 。	 wp

而且，我们提出艺术精品的几个条件中有两条，一是为广大群众欢迎，一是能经受历史的检验。
0	 ADV	 11	 而且	 c
1	 WP	 0	 ，	 wp
2	 SBV	 3	 我们	 r
3	 ATT	 9	 提出	 v
4	 ATT	 5	 艺术	 n
5	 VOB	 3	 精品	 n
6	 RAD	 3	 的	 u
7	 ATT	 8	 几	 m
8	 ATT	 9	 个	 q
9	 ATT	 10	 条件	 n
10	 SBV	 11	 中	 nd
11	 HED	 -1	 有	 v
12	 ATT	 13	 两	 m
13	 VOB	 11	 条	 q
14	 WP	 11	 ，	 wp
15	 SBV	 16	 一	 m
16	 COO	 11	 是	 v
17	 ADV	 20	 为	 p
18	 ATT	 19	 广大	 b
19	 POB	 17	 群众	 n
20	 VOB	 16	 欢迎	 v
21	 WP	 16	 ，	 wp
22	 SBV	 23	 一	 m
23	 COO	 16	 是	 v
24	 ADV	 25	 能	 v
25	 VOB	 23	 经受	 v
26	 ADV	 28	 历史	 n
27	 RAD	 26	 的	 u
28	 VOB	 25	 检验	 v
29	 WP	 11	 。	 wp

一部艺术作品是否精品，体现这两条的唯一途径就是演出。
0	 ATT	 1	 一	 m
1	 ATT	 3	 部	 q
2	 ATT	 3	 艺术	 n
3	 SBV	 4	 作品	 n
4	 HED	 -1	 是否	 v
5	 VOB	 4	 精品	 n
6	 WP	 4	 ，	 wp
7	 ATT	 13	 体现	 v
8	 ATT	 10	 这	 r
9	 ATT	 10	 两	 m
10	 VOB	 7	 条	 q
11	 RAD	 7	 的	 u
12	 ATT	 13	 唯一	 b
13	 SBV	 14	 途径	 n
14	 COO	 4	 就是	 v
15	 VOB	 14	 演出	 v
16	 WP	 4	 。	 wp

一部作品无论怎么好，只能演三场五场，观之者寥寥，知之者寥寥，如何会有长久的艺术生命力。
0	 ATT	 1	 一	 m
1	 ATT	 2	 部	 q
2	 SBV	 5	 作品	 n
3	 ADV	 5	 无论	 c
4	 ADV	 5	 怎么	 r
5	 HED	 -1	 好	 a
6	 WP	 5	 ，	 wp
7	 ADV	 8	 只能	 v
8	 COO	 5	 演	 v
9	 ATT	 10	 三	 m
10	 ATT	 16	 场	 q
11	 ATT	 12	 五	 m
12	 ATT	 16	 场	 q
13	 WP	 12	 ，	 wp
14	 ATT	 16	 观	 v
15	 RAD	 14	 之	 r
16	 SBV	 17	 者	 k
17	 VOB	 8	 寥寥	 z
18	 WP	 5	 ，	 wp
19	 SBV	 20	 知之者	 n
20	 COO	 5	 寥寥	 z
21	 WP	 5	 ，	 wp
22	 ADV	 24	 如何	 r
23	 ADV	 24	 会	 v
24	 COO	 5	 有	 v
25	 ATT	 28	 长久	 a
26	 RAD	 25	 的	 u
27	 ATT	 28	 艺术	 n
28	 VOB	 24	 生命力	 n
29	 WP	 5	 。	 wp

创作剧目要重视演出，这是一方面。
0	 SBV	 7	 创作	 v
1	 SBV	 3	 剧目	 n
2	 ADV	 3	 要	 v
3	 VOB	 0	 重视	 v
4	 VOB	 3	 演出	 v
5	 WP	 0	 ，	 wp
6	 SBV	 7	 这	 r
7	 HED	 -1	 是	 v
8	 VOB	 7	 一方面	 c
9	 WP	 7	 。	 wp

另一方面，还要重视优秀艺术作品的推广和普及，使优秀艺术作品拥有更多的剧团去演，让更多的观众来看，最大程度发挥优秀艺术作品的作用和效益。
0	 ADV	 3	 另一方面	 c
1	 WP	 0	 ，	 wp
2	 ADV	 3	 还要	 d
3	 HED	 -1	 重视	 v
4	 ATT	 6	 优秀	 a
5	 ATT	 6	 艺术	 n
6	 ATT	 8	 作品	 n
7	 RAD	 6	 的	 u
8	 VOB	 3	 推广	 v
9	 LAD	 10	 和	 c
10	 COO	 8	 普及	 v
11	 WP	 3	 ，	 wp
12	 COO	 3	 使	 v
13	 ATT	 15	 优秀	 a
14	 ATT	 15	 艺术	 n
15	 DBL	 12	 作品	 n
16	 ADV	 22	 拥有	 v
17	 ADV	 18	 更	 d
18	 ATT	 20	 多	 a
19	 RAD	 18	 的	 u
20	 VOB	 16	 剧团	 n
21	 ADV	 22	 去	 v
22	 VOB	 12	 演	 v
23	 WP	 3	 ，	 wp
24	 COO	 3	 让	 v
25	 ADV	 26	 更	 d
26	 ATT	 28	 多	 a
27	 RAD	 26	 的	 u
28	 DBL	 24	 观众	 n
29	 LAD	 30	 来	 v
30	 VOB	 24	 看	 v
31	 WP	 3	 ，	 wp
32	 ADV	 33	 最	 d
33	 ATT	 34	 大	 a
34	 SBV	 35	 程度	 n
35	 COO	 3	 发挥	 v
36	 ATT	 38	 优秀	 a
37	 ATT	 38	 艺术	 n
38	 ATT	 40	 作品	 n
39	 RAD	 38	 的	 u
40	 VOB	 35	 作用	 n
41	 LAD	 42	 和	 c
42	 COO	 40	 效益	 n
43	 WP	 3	 。	 wp

在目前的情况下，一部优秀作品靠一个剧院团的演出，其范围和影响总是有限的，而且其中也确实存在不少客观上的困难。
0	 ADV	 10	 在	 p
1	 ATT	 3	 目前	 nt
2	 RAD	 1	 的	 u
3	 ATT	 4	 情况	 n
4	 POB	 0	 下	 nd
5	 WP	 0	 ，	 wp
6	 ATT	 7	 一	 m
7	 ATT	 9	 部	 q
8	 ATT	 9	 优秀	 a
9	 SBV	 10	 作品	 n
10	 HED	 -1	 靠	 v
11	 ATT	 12	 一个	 m
12	 ATT	 14	 剧院团	 n
13	 RAD	 12	 的	 u
14	 VOB	 10	 演出	 v
15	 WP	 10	 ，	 wp
16	 ATT	 17	 其	 r
17	 SBV	 21	 范围	 n
18	 LAD	 19	 和	 c
19	 COO	 17	 影响	 v
20	 ADV	 21	 总是	 d
21	 COO	 10	 有限	 a
22	 RAD	 21	 的	 u
23	 WP	 10	 ，	 wp
24	 ADV	 28	 而且	 c
25	 ADV	 28	 其中	 r
26	 ADV	 28	 也	 d
27	 ADV	 28	 确实	 a
28	 COO	 10	 存在	 v
29	 ATT	 30	 不少	 m
30	 ATT	 31	 客观	 n
31	 ATT	 33	 上	 nd
32	 RAD	 31	 的	 u
33	 VOB	 28	 困难	 a
34	 WP	 10	 。	 wp

